"player","xg_Aerial","xg_Cross","xg_None","xg_Pass","xg_Dribble","xg_LooseBall","xg_Chipped","xg_Throughball","xg_LayOff","n_shots_Aerial","n_shots_Cross","n_shots_None","n_shots_Pass","n_shots_Dribble","n_shots_LooseBall","n_shots_Chipped","n_shots_Throughball","n_shots_LayOff","xg_foot","xg_headother","n_shots_foot","n_shots_headother","xa_Aerial","xa_Chipped","xa_Cross","xa_LooseBall","xa_Pass","xa_Dribble","xa_Throughball","xa_LayOff","xa_None","n_assists_Aerial","n_assists_Chipped","n_assists_Cross","n_assists_LooseBall","n_assists_Pass","n_assists_Dribble","n_assists_Throughball","n_assists_LayOff","n_assists_None","xa_foot","xa_headother","n_assists_foot","n_assists_headother","totxg","totxa"
"Alfie Mawson",0,0.508,0,0,0.056,0,0,0,0,0,2,0,0,2,0,0,0,0,0.412,0.151,3,1,0,0,0,0,0.108,0,0.342,0,0,0,0,0,0,2,0,1,0,0,0.45,0,3,0,1.127,0.901
"Alfonso",0.064,0.036,0.54,0.897,0.43,0.461,0.072,0.349,0.023,2,1,5,12,7,3,2,1,1,2.873,0,34,0,0.033,0.043,0.998,0.057,2.217,0.568,0.101,0,0,1,1,6,2,13,4,1,0,0,3.848,0.168,25,3,5.746,8.032
"Alfred Duncan",0.043,0.272,0.15,0.709,0.181,0.079,0.029,0.387,0.03,1,3,5,19,2,3,1,1,1,1.605,0.275,33,3,0,0.243,0.191,0.063,1.745,0,0,0,0.097,0,5,3,1,19,0,0,0,2,2.314,0.025,29,1,3.761,4.678
"Alfred Finnbogason",0.205,2.789,1.103,2.066,0.433,1.37,0.174,0.142,0,4,10,4,11,5,4,3,1,0,5.925,2.357,33,9,0.059,0.405,0,0,2.098,0.274,0.442,0.203,0,3,2,0,0,19,3,1,3,0,3.481,0,31,0,16.564,6.962
"Ali Adnan",0,0,0,0.086,0,0,0.093,0,0,0,0,0,4,0,0,1,0,0,0.179,0,5,0,0.105,0.339,0.553,0,0.132,0,0,0,0,3,2,3,0,6,0,0,0,0,0.797,0.331,9,5,0.358,2.257
"Alin Tosca",0,0,0,0.036,0,0.053,0,0,0,0,0,0,2,0,1,0,0,0,0.089,0,3,0,0,0,0.029,0,0.009,0,0,0,0,0,0,1,0,1,0,0,0,0,0.038,0,2,0,0.178,0.076
"Allan",0.029,0,0,1.871,0.23,1.77,0,0,0,1,0,0,24,3,5,0,0,0,3.899,0,33,0,0,0,0.572,0.053,1.766,0.11,0.995,0,0,0,0,2,1,24,2,4,0,0,3.455,0.041,32,1,7.798,6.992
"Allan Saint-Maximin",0,0.059,0.083,0.592,1.019,0,0.432,0.669,0,0,2,3,14,7,0,3,3,0,2.855,0,32,0,0.131,0.336,1.464,0,2.028,0.38,0.15,0,0,2,2,6,0,29,3,1,0,0,4.217,0.272,39,4,5.711,8.978
"Almamy Touré",0,0,0.033,0.056,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.089,0,3,0,0.115,0,0.564,0,1.763,0.136,0,0,0,3,0,3,0,8,2,0,0,0,1.915,0.662,11,5,0.177,5.155
"Alois Confais",0,0,0,0.056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.056,0,1,0,0,0.005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005,0,1,0,0.112,0.011
"Álvaro González",0,0,0,0.367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.367,0,1,0,0,0.349,0.081,0,0,0.043,0,0.033,0,0,2,1,0,0,2,0,1,0,0.507,0,6,0,0.733,1.014
"Álvaro Jiménez",0,0,0,0.368,0.053,0.017,0.03,0,0,0,0,0,4,1,1,1,0,0,0.467,0,7,0,0,0,0.372,0,0.133,0.066,0.111,0.04,0,0,0,1,0,2,1,1,1,0,0.721,0,6,0,0.934,1.443
"Álvaro Medrán",0,0.287,0.018,0.432,0.177,0.012,0,0,0,0,1,1,8,3,1,0,0,0,0.445,0.481,12,2,0,0.046,0,0,0.117,0,0.654,0,0,0,2,0,0,5,0,2,0,0,0.817,0,9,0,1.852,1.635
"Álvaro Morata",0.266,4.141,1.019,3.218,0.361,0.143,0.978,2.81,0.081,5,14,6,25,4,2,5,7,2,8.98,4.035,53,17,0.476,0.201,0.043,0.016,1.206,0.614,0,0.192,0,3,3,1,1,18,2,0,3,0,2.748,0,31,0,26.031,5.497
"Álvaro Odriozola",0,0,0,0.447,0,0.031,0,0,0,0,0,0,4,0,1,0,0,0,0.478,0,5,0,0.21,0.12,0.925,0,2.137,0.146,0.078,0,0,5,2,12,0,16,5,1,0,0,2.68,0.935,31,10,0.955,7.23
"Amadou Diawara",0,0,0,0.081,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.081,0,5,0,0.052,0.291,0,0,0.113,0,0,0,0,1,1,0,0,3,0,0,0,0,0.456,0,5,0,0.163,0.912
"Amath Diedhiou",0.029,0.24,1.003,1.63,0.605,0.078,0.034,0.63,0,1,3,7,13,5,2,1,3,0,4.25,0,35,0,0,0.308,0.087,0.973,1.135,0.081,0.342,0,0,0,1,2,1,16,1,1,0,0,2.926,0,22,0,8.499,5.853
"Amato Ciciretti",0,0.251,0.045,0.432,0.151,0.037,0.043,0,0,0,6,2,11,4,1,2,0,0,0.96,0,26,0,0,0,0.159,0.029,0.118,0,0,0,0,0,0,2,1,6,0,0,0,0,0.266,0.039,8,1,1.92,0.611
"Ambroise Oyongo",0,0,0,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03,0,1,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,2,0,0,0,0,0.052,0,2,0,0.06,0.105
"Amine Gouiri",0,0,0,0.157,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.157,0,3,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,2,0,0,0,0,0.14,0,2,0,0.313,0.281
"Amine Harit",0,0.345,0.064,1.767,0.035,0.63,0,0,0,0,2,1,11,2,2,0,0,0,2.841,0,18,0,0.037,0.096,0.184,0,1.743,0.679,1.111,0,0,1,2,2,0,24,3,4,0,0,3.761,0.089,34,2,5.681,7.7
"Amir Abrashi",0,0.02,0.047,0.064,0,0.024,0,0,0,0,1,2,1,0,1,0,0,0,0.155,0,5,0,0,0,0.084,0.262,0.038,0,0,0,0,0,0,1,1,1,0,0,0,0,0.122,0.262,2,1,0.309,0.769
"Anaitz Arbilla",0,0,0.011,0.017,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.028,0,2,0,0,0,0,0.15,0.031,0.099,0,0,0,0,0,0,2,2,3,0,0,0,0.281,0,7,0,0.056,0.561
"Anas Ouahim",0,0,0,0.053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0
"Anastasios Donis",0.127,0.087,0.422,1.47,0.124,1.12,0,0.579,0,3,1,4,14,2,7,0,1,0,3.87,0.059,30,2,0,0,0.934,0,1.477,0,0,0,0,0,0,4,0,8,0,0,0,0,1.893,0.518,10,2,7.858,4.821
"Ander Capa",0,0,0.031,0,0,0.031,0.036,0,0,0,0,1,0,0,1,1,0,0,0.098,0,3,0,0,0.135,0.855,0,0.505,0.019,0.107,0,0,0,2,7,0,3,1,1,0,0,0.944,0.677,10,4,0.197,3.241
"Ander Herrera",0,0.095,0.04,0.145,0,0.045,0,0,0,0,1,1,3,0,2,0,0,0,0.23,0.095,6,1,0,0,0.057,0.125,0.828,0.203,0,0,0,0,0,1,2,5,1,0,0,0,1.213,0,9,0,0.651,2.427
"André Ayew",0.049,0.348,0.416,0.725,0.689,0,0,0,0,1,4,2,7,6,0,0,0,0,1.922,0.304,16,4,0.01,0.061,0.502,0.012,0.248,0.098,0.54,0,0,1,1,2,1,7,1,2,0,0,1.221,0.25,14,1,4.453,2.943
"André Carrillo",0,0.035,0,0.116,0.443,1.056,0,0,0,0,1,0,3,10,3,0,0,0,0.505,1.144,13,4,0.296,0,0.633,0,1.589,0.106,0.309,0,0,1,0,4,0,13,1,1,0,0,2.863,0.07,19,1,3.298,5.866
"André Gomes",0,0,0.122,0.5,0.13,0,0,0,0,0,0,2,4,1,0,0,0,0,0.751,0,7,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,3,0,0,0,0,0.163,0,3,0,1.502,0.326
"Andre Gray",0.083,1.452,0.632,2.577,0.138,0.719,0.646,0.66,0,2,6,2,12,2,1,4,3,0,5.483,1.425,26,6,0,0,0,0.129,0.682,0.935,0.503,0.07,0,0,0,0,1,9,4,1,2,0,2.318,0,17,0,13.815,4.637
"André Hahn",0.133,0.621,0.054,0.976,0.071,0.013,0.056,0.404,0,4,4,3,11,1,1,1,2,0,1.792,0.536,24,3,0,0.13,0.28,0.009,0.35,0,0,0,0,0,1,3,1,2,0,0,0,0,0.539,0.23,5,2,4.656,1.538
"André Schürrle",0.055,0.202,0.37,1.799,0,0.053,0.289,0,0,1,2,6,20,0,1,2,0,0,2.354,0.413,30,2,0,0,0.827,0,1.549,0,0.994,0.018,0,0,0,4,0,9,0,2,1,0,2.781,0.607,14,2,5.535,6.777
"André Silva",0.344,0.965,0.277,0.642,0.126,0.062,0.446,0,0,1,6,5,9,2,1,2,0,0,1.653,1.208,20,6,0,0,0,0.077,0.549,0.026,0,0.071,0,0,0,0,1,12,1,0,1,0,0.723,0,15,0,5.723,1.446
"Andrea Barberis",0,0.072,0.52,0.163,0.046,0.063,0,0,0.017,0,2,2,3,1,2,0,0,1,0.837,0.044,10,1,0,0.444,0,0.159,0.444,0.026,0,0.01,0,0,2,0,4,11,1,0,1,0,1.082,0,19,0,1.762,2.164
"Andrea Barzagli",0,0,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04,0,1,0,0.013,0,0.377,0,0,0.053,0,0,0,1,0,2,0,0,1,0,0,0,0.053,0.39,1,3,0.08,0.886
"Andrea Belotti",0.094,1.172,0.054,2.26,0.747,1.002,0.318,0.756,0,2,10,1,29,5,6,5,3,0,5.389,1.016,51,10,0.058,0.102,0,0.553,3.618,0,0.141,0.12,0,1,3,0,3,18,0,1,2,0,4.591,0,28,0,12.809,9.183
"Andrea Bertolacci",0.061,0.027,0,0.895,0,0.252,0,0,0,1,1,0,10,0,3,0,0,0,1.235,0,15,0,0.066,0.034,0.018,0.072,1.153,0.195,0,0,0,1,2,1,2,15,3,0,0,0,1.336,0.202,21,3,2.47,3.077
"Andrea Conti",0,0,0,0.076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.076,0,1,0,0,0,0,0,0.102,0,0,0,0,0,0,0,0,1,0,0,0,0,0.102,0,1,0,0.153,0.204
"Andrea Cossu",0,0,0,0.068,0.016,0,0,0,0,0,0,0,1,1,0,0,0,0,0.084,0,2,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1,0.02,0,1,0,0.168,0.04
"Andrea Costa",0.022,0,0.054,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.054,0.022,1,1,0,0,0.069,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.069,0,2,0.152,0.138
"Andrea Masiello",0.615,0.313,0,0.048,0.099,0.061,0,0,0,1,2,0,1,1,1,0,0,0,0.916,0.22,5,1,0,0.086,0,0,0.136,0.01,0,0,0,0,2,0,0,5,1,0,0,0,0.231,0,8,0,2.273,0.462
"Andrea Nalini",0,0.325,0.035,0.313,0.194,0.058,0.051,0,0,0,1,1,9,3,2,1,0,0,0.651,0.325,16,1,0.162,0.016,0.25,0,2.392,0,0,0,0,4,1,4,0,10,0,0,0,0,2.514,0.306,14,5,1.952,5.64
"Andrea Petagna",0.12,0.146,0.06,1.49,0.185,0.553,0.655,0,0.056,1,2,1,17,2,3,3,0,1,2.815,0.45,27,3,0,0.12,0.58,0.186,0.973,0.478,0.508,0,0,0,2,4,2,12,3,2,0,0,2.323,0.521,22,3,6.53,5.688
"Andrea Pinamonti",0,0,0,0.089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0
"Andrea Poli",0.925,0.487,0.799,0.114,0,0,0.115,0,0,2,3,3,2,0,0,1,0,0,2.317,0.122,10,1,0.018,0.038,0.036,0,0.304,0,0.114,0,0,1,1,1,0,9,0,1,0,0,0.454,0.056,11,2,4.878,1.019
"Andrea Raggi",0,0.562,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.562,0,2,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11,0,1,0,1.125,0.219
"Andreas Beck",0,0.039,0,0.082,0.009,0,0,0,0,0,2,0,3,1,0,0,0,0,0.121,0.009,5,1,0.138,0,0.612,0.022,0.419,0.102,0,0,0,4,0,3,1,3,1,0,0,0,1.116,0.177,6,6,0.26,2.586
"Andreas Christensen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0.017,0,0,0,0,0,1,0,0,1,0,0,0,0,0.071,0,2,0,0,0.143
"Andreas Cornelius",0.25,0.492,0.503,0.761,0.221,0.023,0.129,0,0,3,3,1,10,2,1,2,0,0,2.04,0.338,18,4,0.205,0,0,0.121,0.786,0.063,0,0.175,0,3,0,0,1,10,2,0,3,0,1.351,0,19,0,4.757,2.703
"Andreas Pereira",0,0.025,0.315,0.554,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0.894,0,12,0,0.222,0,1.2,0,0.212,0.107,0,0,0,3,0,6,0,5,2,0,0,0,0.372,1.37,8,8,1.788,3.483
"Andrei Girotto",0,0.054,0.09,0.299,0.159,0.051,0,0,0,0,1,3,13,3,4,0,0,0,0.653,0,24,0,0,0.069,0.204,0.023,0.309,0.077,0,0,0,0,2,2,1,6,1,0,0,0,0.61,0.072,11,1,1.307,1.364
"Andrej Galabinov",0.11,0.741,0.04,0.484,0.064,0.404,0.01,0.504,0,3,7,1,8,1,2,1,2,0,1.667,0.69,18,7,0.077,0,0,0,0.737,0.485,0,0,0,2,0,0,0,6,4,0,0,0,1.299,0,12,0,4.713,2.598
"Andrej Kramaric",0.069,1.063,0.218,3.72,0.331,0.332,0.462,0.137,0.076,1,6,4,37,2,7,4,1,1,5.376,1.032,57,6,0,0.481,1.016,0.115,1.295,0.114,0.78,0,0,0,2,10,1,15,2,2,0,0,2.786,1.017,24,8,12.816,7.605
"Andrés Guardado",0,0.47,0.132,0.639,0,0.039,0.292,0,0,0,4,5,15,0,2,2,0,0,1.193,0.378,25,3,0.035,0.018,1.476,0.03,0.971,0.038,1.481,0,0,1,1,7,1,12,1,5,0,0,2.76,1.291,23,5,3.142,8.1
"Andrés Iniesta",0,0,0.023,0.471,0.124,0.012,0.131,0,0,0,0,1,11,2,1,1,0,0,0.76,0,16,0,0.058,0.059,0.039,0,0.427,0.169,0.668,0,0,1,1,1,0,7,2,1,0,0,1.362,0.058,12,1,1.521,2.839
"Andrew Hjulsager",0,0,0,0.021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0
"Andrew Robertson",0,0,0.229,0.235,0,0.104,0,0,0,0,0,3,5,0,2,0,0,0,0.567,0,10,0,0,0,0.946,0,1.879,0.069,0.302,0,0,0,0,3,0,13,2,1,0,0,2.877,0.32,17,2,1.135,6.392
"Andrew Surman",0.024,0.1,0.038,0.296,0.473,0.017,0,0,0,2,1,1,9,2,1,0,0,0,0.949,0,16,0,0,0.109,0,0.074,0.293,0,0,0,0,0,1,0,1,8,0,0,0,0,0.477,0,10,0,1.897,0.953
"Andrija Balic",0,0,0.038,0.478,0.057,0.029,0,0,0.034,0,0,1,6,3,1,0,0,1,0.636,0,12,0,0,0,0.061,0,0.209,0,0,0,0,0,0,2,0,5,0,0,0,0,0.244,0.026,6,1,1.273,0.54
"Andriy Yarmolenko",0.037,0.201,0.177,3.339,0.179,0.65,0.167,0,0,1,2,2,17,1,2,2,0,0,4.59,0.16,25,2,0.16,0,0.866,0.023,1.9,0,0.12,0,0,3,0,4,1,16,0,1,0,0,2.112,0.955,19,6,9.501,6.136
"Andros Townsend",0.031,0.178,0.329,1.981,0.225,0.187,0,0,0.01,1,3,6,36,6,3,0,0,1,2.875,0.065,55,1,1.386,0.051,1.974,0.114,2.116,1.865,0,0,0,6,2,8,1,25,6,0,0,0,5.019,2.486,35,13,5.881,15.01
"Andy Carroll",0.39,0.287,0.024,0.38,0.026,0.028,0.187,0,0,4,5,1,6,1,1,4,0,0,0.907,0.415,18,4,0.112,0,0.055,0,0.296,0,0,0,0,2,0,1,0,1,0,0,0,0,0.408,0.055,3,1,2.644,0.926
"Andy Delort",0.517,3.263,0.647,0.585,0.056,0.339,0.233,0.677,0.026,4,14,7,17,2,1,5,2,2,5.49,0.855,48,6,0.126,0.842,0.944,0.019,0.421,0.315,0,0.088,0,3,3,7,1,12,1,0,2,0,1.676,1.078,20,9,12.69,5.509
"Andy King",0.026,0.104,0,0.259,0,0.025,0,0,0,2,2,0,5,0,1,0,0,0,0.297,0.117,7,3,0.077,0.039,0.052,0,0.027,0.061,0,0,0,1,1,1,0,1,2,0,0,0,0.127,0.129,4,2,0.829,0.513
"Ángel",0.646,0.952,0.663,1.478,0.442,1.245,2.038,1.34,0.04,3,5,6,20,5,4,10,4,1,8.215,0.629,55,3,0,0,0.167,0,3.144,0.151,0.542,0,0,0,0,2,0,11,2,2,0,0,4.005,0,17,0,17.688,8.01
"Ángel Correa",0,0,0.102,3.509,1.492,0.785,0,0.287,0,0,0,2,27,9,3,0,1,0,6.175,0,42,0,0.05,0.016,0.775,0.017,2.039,0,0.108,0,0,1,1,4,1,18,0,1,0,0,2.804,0.201,24,2,12.35,6.009
"Ángel Di María",0.058,0.663,1.216,4.381,0.645,1.291,0.18,3.557,0.112,2,6,5,40,7,3,4,11,3,11.549,0.554,78,3,0.053,0.48,1.291,0,2.547,1.31,0.456,0,0,1,3,5,0,18,3,2,0,0,5.428,0.707,28,4,24.206,12.271
"Angel Rangel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0,1,0,0,0.241
"Angelo Fulgini",0.146,0,0.473,1.203,0.079,0.126,0.428,0,0,3,0,2,15,2,2,2,0,0,2.424,0.03,25,1,0,0.094,1.078,0,0.378,0.095,0.538,0.087,0,0,2,2,0,10,2,2,2,0,2.269,0,20,0,4.908,4.539
"Angelo Ogbonna",0,0,0.087,0,0.033,0,0,0,0,0,0,1,0,1,0,0,0,0,0.119,0,2,0,0.383,0.018,0,0,0,0.033,0,0,0,3,1,0,0,0,1,0,0,0,0.433,0,5,0,0.239,0.866
"Ante Budimir",0.146,0.215,0.069,0.214,0.075,1.949,0.36,0.307,0,2,3,1,4,1,5,2,1,0,3.02,0.316,15,4,0.094,0,0,0,0.683,0.08,0.334,0.135,0,2,0,0,0,13,1,1,2,0,1.325,0,19,0,6.671,2.65
"Ante Rebic",0.134,0.597,0.953,1.196,0.728,0.193,0.05,0.449,0.026,3,4,6,13,6,2,2,2,1,4.105,0.221,37,2,0.288,0.031,0.563,0,2.068,0.463,0.34,0.127,0,3,1,2,0,13,2,1,1,0,3.461,0.42,22,1,8.652,7.761
"Anthony Goncalves",0.024,0,0.088,0.281,0,0.098,0,0.424,0,1,0,4,5,0,3,0,1,0,0.891,0.024,13,1,0.056,0.162,0.315,0,1.051,0.205,0,0.009,0,1,3,5,0,11,3,0,1,0,1.74,0.058,22,2,1.831,3.595
"Anthony Knockaert",0.105,0.056,0.463,1.817,0.457,0.405,0,0.485,0.019,3,1,4,22,4,3,0,1,1,3.749,0.056,38,1,0,0,0.769,0,0.611,0.155,0.466,0.012,0,0,0,2,0,17,3,1,1,0,1.87,0.142,23,1,7.61,4.025
"Anthony Lozano",0.056,0.397,0.072,0.24,0.184,0,0.102,0,0,2,3,2,6,2,0,1,0,0,0.599,0.454,11,5,0.036,0,0.129,0,0.015,0.044,0,0,0,1,0,1,0,1,1,0,0,0,0.187,0.036,3,1,2.105,0.447
"Anthony Martial",0.381,0.166,1.325,1.4,0.211,0.184,0.053,1.399,0.107,4,3,4,19,5,3,1,3,2,5.048,0.177,40,4,0.09,0.947,0.582,0,3.272,0.108,0.343,0.029,0,1,2,3,0,23,1,1,1,0,4.622,0.75,30,2,10.451,10.744
"Anthony Ujah",0,0.065,0.01,0,0.016,0.378,0,0,0.064,0,1,1,0,1,3,0,0,1,0.467,0.065,6,1,0,0.031,0.02,0,0.035,0,0,0,0,0,1,1,0,2,0,0,0,0,0.086,0,4,0,1.065,0.173
"Antoine Griezmann",1.1,2.293,1.377,3.862,0.31,0.657,0.39,1.893,0.146,4,7,5,24,4,3,3,6,2,10.746,1.282,53,5,0,0.453,0,0,3.457,0.411,1.151,0.085,0,0,2,0,0,25,5,3,2,0,5.558,0,37,0,24.056,11.116
"Antonin Barak",0.016,0.741,0.303,1.212,0.026,0.17,0.068,0,0.138,1,3,4,19,1,4,1,0,3,2.47,0.204,35,1,0.457,0.105,0.071,0,2.284,0.047,0.34,0,0.058,1,3,1,0,16,2,1,0,1,2.808,0.555,22,3,5.348,6.725
"Antonino Ragusa",0,0.065,0.072,0.758,0.466,1.025,0.438,0,0,0,1,1,6,4,4,3,0,0,2.697,0.127,18,1,0.05,0,0.221,0,0.369,0,0,0,0,1,0,3,0,5,0,0,0,0,0.64,0,9,0,5.647,1.279
"Antonio Barragán",0,0,0.04,0.184,0.392,0,0.053,0,0,0,0,1,4,2,0,1,0,0,0.67,0,8,0,0,0.355,0.756,0.085,1.468,0.102,0.337,0,0,0,1,6,1,10,1,1,0,0,1.55,1.554,14,6,1.339,6.207
"Antonio Barreca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,2,0,0,0,0,0.057,0,2,0,0,0.113
"Antonio Candreva",0.059,0.159,0.063,2.844,0.705,0.139,0.072,0,0.013,2,4,2,40,6,4,3,0,1,4.021,0.033,61,1,0.08,0.538,2.766,0,2.76,0.591,0,0,0,2,4,13,0,23,4,0,0,0,5.305,1.43,39,7,8.109,13.47
"Antonio Caracciolo",0,0,0.061,0.071,0,0.142,0,0,0,0,0,1,2,0,2,0,0,0,0.274,0,5,0,0,0,0,0.043,0.825,0,0,0,0,0,0,0,1,1,0,0,0,0,0.868,0,2,0,0.548,1.736
"Antonio Luna",0,0.036,0,0.022,0,0.043,0.052,0,0,0,1,0,1,0,1,1,0,0,0.153,0,4,0,0.014,0.039,0.764,0,0.968,0,0,0,0,1,1,5,0,6,0,0,0,0,1.515,0.27,10,3,0.305,3.571
"Antonio Rüdiger",0,0,0.009,0.062,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0.071,0,5,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022,0,1,0,0.142,0.043
"Antonio Rukavina",0,0.074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.074,0,1,0,0,0,0.334,0,0.02,0.179,0.109,0,0,0,0,4,0,1,2,1,0,0,0.535,0.108,7,1,0.147,1.285
"Antonio Sanabria",0.517,0.556,0.414,2.006,0,0,0.935,0.434,0,2,4,1,8,0,0,4,2,0,3.558,1.305,14,7,0,0,0,0.044,0.053,0.054,0,0,0,0,0,0,1,2,1,0,0,0,0.151,0,4,0,9.725,0.302
"Antonio Valencia",0,0.023,0.103,0.263,0,0.022,0.016,0,0,0,1,3,6,0,1,1,0,0,0.427,0,12,0,0.11,0.096,0.516,0,0.546,0,0,0,0,3,2,5,0,11,0,0,0,0,1.018,0.251,17,4,0.854,2.537
"Anwar El Ghazi",0.522,0.385,0.072,1.676,0.264,0.324,0.061,0.107,0,2,4,1,31,5,1,3,1,0,2.811,0.6,44,4,0,0,1.449,0,1.187,0.02,0,0.031,0,0,0,6,0,8,1,0,1,0,1.816,0.87,12,4,6.822,5.372
"Aristóteles Romero",0,0,0.063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063,0,1,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012,0,1,0,0.126,0.024
"Aritz Elustondo",0,0,0.028,0.021,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.049,0,3,0,0,0.142,0.059,0,0.058,0,0,0,0,0,2,1,0,3,0,0,0,0,0.2,0.059,5,1,0.098,0.518
"Arjen Robben",0.098,0.195,0.164,2.395,0.307,0.066,0.458,0.451,0.027,2,2,2,28,4,1,3,2,1,4.06,0.101,44,1,0.635,0.031,0.603,0,2.231,0.073,0,0,0.082,1,1,3,0,16,1,0,0,1,2.385,1.27,18,5,8.321,7.31
"Arkadiusz Milik",0,1.337,0,1.547,0,0.868,0.272,0.548,0,0,4,0,11,0,3,1,2,0,3.433,1.14,17,4,0,0.037,0,0,0.743,0,0,0,0,0,1,0,0,6,0,0,0,0,0.78,0,7,0,9.146,1.561
"Arlind Ajeti",0,0,0,0.016,0,0.015,0,0,0,0,0,0,1,0,2,0,0,0,0.031,0,3,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,2,0,0,0,0,0.075,0,2,0,0.062,0.15
"Armando Izzo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,1,0,0,0,0.028,0,1,0,0,0.055
"Armando Sadiku",0.045,0.025,0,0.025,0,0.02,0,0,0,1,1,0,1,0,1,0,0,0,0.091,0.025,3,1,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,1,0,0,0,0.034,0,1,0,0.231,0.068
"Arnaud Lusamba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,3,0,0,0,0,0.106,0,3,0,0,0.212
"Arnaud Souquet",0.01,0,0,0.113,0,0,0.106,0,0,1,0,0,2,0,0,2,0,0,0.229,0,5,0,0,0.063,1.17,0,0.293,0.109,0,0,0,0,1,5,0,6,1,0,0,0,1.572,0.062,12,1,0.457,3.269
"Arne Maier",0.013,0,0.626,0.114,0,0.06,0,0,0,1,0,2,6,0,2,0,0,0,0.813,0,11,0,0,0,0.562,0.06,0.754,0.165,0,0,0,0,0,1,1,4,1,0,0,0,0.979,0.562,6,1,1.625,3.081
"Arnold Bouka Moutou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.152,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.152,0.026,3,1,0,0.356
"Aron Jóhannsson",0,0.298,0,0.658,0.094,0,0,0,0,0,2,0,4,1,0,0,0,0,0.752,0.298,5,2,0.081,0.3,0.436,0,0.089,0,0,0,0,1,1,1,0,3,0,0,0,0,0.469,0.436,5,1,2.098,1.809
"Arona Sané",0,0,0,0.019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0
"Arthur Masuaku",0,0,0.011,0.11,0.041,0.025,0,0,0,0,0,1,5,1,1,0,0,0,0.187,0,8,0,0.071,0.1,1.085,0,0.276,0.473,0,0,0,1,1,7,0,4,3,0,0,0,1.923,0.082,14,2,0.374,4.01
"Artur Ionita",0.05,0.368,0.184,1.034,0.083,0,0,0,0,1,5,5,10,1,0,0,0,0,1.475,0.244,18,4,0,0,0.917,0,0.387,0.443,0,0.186,0,0,0,6,0,6,1,0,2,0,1.431,0.502,12,3,3.437,3.866
