"player","xg_Aerial","xg_Cross","xg_None","xg_Pass","xg_Dribble","xg_LooseBall","xg_Chipped","xg_Throughball","xg_LayOff","n_shots_Aerial","n_shots_Cross","n_shots_None","n_shots_Pass","n_shots_Dribble","n_shots_LooseBall","n_shots_Chipped","n_shots_Throughball","n_shots_LayOff","xg_foot","xg_headother","n_shots_foot","n_shots_headother","xa_Aerial","xa_Chipped","xa_Cross","xa_LooseBall","xa_Pass","xa_Dribble","xa_Throughball","xa_LayOff","xa_None","n_assists_Aerial","n_assists_Chipped","n_assists_Cross","n_assists_LooseBall","n_assists_Pass","n_assists_Dribble","n_assists_Throughball","n_assists_LayOff","n_assists_None","xa_foot","xa_headother","n_assists_foot","n_assists_headother","totxg","totxa"
"Simone Zaza",0.285,1.282,0.122,3.713,0.338,1.2,2.072,0.383,0,7,8,2,28,4,3,5,1,0,7.041,2.353,45,13,0.307,0.054,0,0.072,1.344,0.029,0.481,0,0,1,1,0,1,9,1,1,0,0,2.287,0,14,0,18.789,4.574
"Simy",0,0.549,0.822,0.724,0.161,0.061,0.666,0,0.024,0,4,4,11,2,1,2,0,2,2.093,0.914,23,3,0,0.033,0,0.014,0.336,0.077,0,0.056,0.065,0,1,0,1,9,1,0,2,2,0.58,0,16,0,6.015,1.161
"Siriki Sanogo",0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0
"Sofiane Boufal",0.076,0.424,0.139,0.759,0.174,0.046,0,0,0,2,2,3,14,6,2,0,0,0,1.207,0.411,27,2,0.067,0,0,0,1.045,0.019,0.31,0,0,1,0,0,0,13,1,1,0,0,1.375,0.067,15,1,3.237,2.883
"Sokratis",0,0,0.009,0.091,0,0.056,0,0,0,0,0,1,5,0,1,0,0,0,0.155,0,7,0,0,0.055,0.036,0,0.129,0,0,0,0,0,1,1,0,3,0,0,0,0,0.221,0,5,0,0.311,0.441
"Solly March",0.012,0.572,0.078,0.335,0.071,0.059,0,0,0,1,2,4,12,3,1,0,0,0,0.644,0.484,22,1,0.045,0,0.879,0,0.193,0,0,0,0,1,0,6,0,6,0,0,0,0,0.925,0.192,11,2,2.255,2.233
"Somália",0.112,0.171,0.086,0.3,0.22,0.313,0.366,0,0,3,2,1,10,4,2,2,0,0,1.344,0.224,20,4,0.025,0.016,0.346,0.375,0.486,0,0.339,0,0,1,1,5,1,10,0,1,0,0,1.213,0.375,18,1,3.137,3.175
"Son Heung-Min",0.169,0.208,0.269,3.446,2.811,1.103,0.758,1.553,0.056,4,1,4,34,10,4,7,5,1,10.166,0.208,69,1,0,0,0.246,0.766,3.431,0.031,1.945,0.062,0,0,0,2,3,25,1,4,2,0,6.356,0.125,36,1,20.748,12.962
"Soualiho Meité",0,0,0,0.669,0.406,0,0.092,0,0,0,0,0,3,4,0,1,0,0,1.168,0,8,0,0,0.03,0.065,0,0.853,0,0.346,0,0,0,1,1,0,13,0,1,0,0,1.23,0.065,15,1,2.335,2.591
"Souleymane Camara",0.279,0.683,0.102,0.73,0,0.316,0,0,0,1,3,1,5,0,1,0,0,0,1.483,0.626,8,3,0,0,0.311,0,0.22,0.034,0,0.011,0,0,0,1,0,7,1,0,1,0,0.576,0,10,0,4.219,1.152
"Stanislav Lobotka",0,0,0,0.059,0.041,0.035,0,0,0,0,0,0,2,2,1,0,0,0,0.135,0,5,0,0,0.45,0,0.022,0.125,0,0,0,0,0,2,0,1,5,0,0,0,0,0.276,0.321,7,1,0.27,1.194
"Steeve Yago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.117,0,0.314,0,0,0,0,1,0,3,0,1,0,0,0.432,0.045,4,1,0,0.954
"Stef Peeters",0.431,0,0.047,0.329,0.058,0,0,0.646,0.092,2,0,4,5,1,0,0,2,1,1.603,0,15,0,0,0.133,0,0.014,0.29,0,0.478,0,0,0,2,0,1,8,0,2,0,0,0.914,0,13,0,3.205,1.829
"Stefan Bell",0,0,0.014,0,0,0.01,0,0,0,0,0,1,0,0,1,0,0,0,0.024,0,2,0,0.067,0.134,0,0,0.025,0.016,0,0,0,1,2,0,0,1,1,0,0,0,0.241,0,5,0,0.048,0.483
"Stefan de Vrij",0,0.637,0.015,0.04,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.691,0,3,0,0,0,0,0.006,0.019,0,0,0,0,0,0,0,1,1,0,0,0,0,0.025,0,2,0,1.382,0.051
"Stefan Ilsanker",0,0,0.019,0,0,0.018,0,0,0,0,0,1,0,0,1,0,0,0,0.037,0,2,0,0,0.179,0.071,0,0.503,0,0,0,0,0,2,1,0,6,0,0,0,0,0.617,0.136,7,2,0.073,1.506
"Stefan Kießling",0.042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.042,0,1,0.057,0,0,0,0.04,0,0,0,0,1,0,0,0,1,0,0,0,0,0.097,0,2,0,0.083,0.194
"Stefan Posch",0,0,0.056,0,0.075,0,0,0,0,0,0,1,0,1,0,0,0,0,0.131,0,2,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013,0,1,0,0.263,0.027
"Stefan Radu",0,0,0,0.065,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.065,0,4,0,0,0,0.679,0,0.095,0.028,0,0,0,0,0,4,0,3,1,0,0,0,0.168,0.634,5,3,0.131,1.606
"Stefan Savic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0.023,0,0,0,0,2,0,0,0,1,0,0,0,0.166,0,3,0,0,0.332
"Stefano Okaka",0.434,0.037,0.55,0.23,0.013,0,0,0,0,2,1,1,3,1,0,0,0,0,0.894,0.369,6,2,0,0,0,0,0.16,0.107,0.115,0,0,0,0,0,0,3,1,1,0,0,0.381,0,5,0,2.527,0.762
"Stefano Sensi",0,0.079,0.016,1.245,0.019,0.062,0,0,0,0,1,1,10,1,2,0,0,0,1.421,0,15,0,0.057,0.035,0.048,0,0.293,0,0,0,0,2,1,1,0,10,0,0,0,0,0.376,0.057,12,2,2.841,0.866
"Stefano Sturaro",0.091,0,0,0.02,0,0.061,0.026,0,0.048,1,0,0,1,0,1,1,0,1,0.155,0.091,4,1,0,0,0,0,0.234,0.065,0,0,0,0,0,0,0,5,1,0,0,0,0.299,0,6,0,0.492,0.598
"Stephan El Shaarawy",0.092,1.512,0.998,2.667,0.698,1.015,0.834,0.563,0.057,2,8,3,27,5,4,6,2,1,8.106,0.329,54,4,0.063,0.419,0.059,0,1.273,0.072,1.301,0.066,0,1,3,1,0,17,2,4,2,0,3.131,0.122,28,2,16.871,6.507
"Stephan Lichtsteiner",0,0,0,0.049,0,0,0.011,0,0,0,0,0,2,0,0,1,0,0,0.06,0,3,0,0.018,0.094,0.421,0,0.249,0,0,0,0,1,1,3,0,3,0,0,0,0,0.679,0.102,6,2,0.12,1.563
"Stéphane Bahoken",0.12,0.421,0.781,1.465,0.383,1.652,0.215,0.972,0.016,3,2,4,7,2,8,4,3,1,5.287,0.738,31,3,0.034,0.278,0.694,0.018,0.814,0.066,0,0.014,0,1,1,4,1,4,1,0,1,0,1.005,0.913,9,4,12.048,3.837
"Stéphane Darbion",0.059,0.892,0.06,0.225,0,0,0.124,0,0,1,3,1,5,0,0,3,0,0,0.953,0.406,11,2,0.241,0,1.048,0.051,0.333,0.027,0.707,0,0,4,0,5,1,6,1,2,0,0,1.299,1.108,13,6,2.717,4.814
"Stephane Omeonga",0,0,0.03,0.372,0.048,0.157,0,0,0,0,0,1,7,1,3,0,0,0,0.607,0,12,0,0.04,0.017,0.143,0,0.202,0,0,0.039,0,1,1,2,0,4,0,0,1,0,0.402,0.04,8,1,1.214,0.884
"Stéphane Sessegnon",0,0.058,0,0.415,0.092,0.077,0.012,0,0,0,1,0,10,2,2,1,0,0,0.656,0,16,0,0,0.153,0,0,0.254,0.034,0.137,0,0,0,3,0,0,6,1,1,0,0,0.578,0,11,0,1.311,1.157
"Stephen Ireland",0,0.057,0,0.356,0.073,0,0,0,0,0,1,0,1,1,0,0,0,0,0.486,0,3,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,1,0,0,0,0,0.033,0,1,0,0.972,0.066
"Stephen Ward",0,0,0,0.031,0.048,0,0,0,0,0,0,0,1,1,0,0,0,0,0.079,0,2,0,0.015,0,1.085,0.098,0.165,0.104,0,0,0.064,1,0,7,2,4,1,0,0,1,0.881,0.65,11,5,0.159,3.062
"Stevan Jovetic",0,0.371,0.13,2.588,0.223,1.465,0.366,0.643,0.035,0,1,3,14,2,3,2,2,1,5.45,0.371,27,1,0,0,0,0,0.347,0,0.136,0,0,0,0,0,0,7,0,1,0,0,0.483,0,8,0,11.643,0.966
"Steve Cook",0,0.126,0.03,0.013,0,0,0,0,0.081,0,1,1,1,0,0,0,0,1,0.124,0.126,3,1,0,0.112,0,0,0.028,0,0,0,0,0,2,0,0,1,0,0,0,0,0.141,0,3,0,0.502,0.282
"Steve Mounie",0.327,1.358,0.116,0.954,0.933,0.074,0.029,0.343,0,8,8,3,12,3,1,1,1,0,3.2,0.934,26,11,0,0,0,0,0.838,0.303,0.11,0,0.081,0,0,0,0,10,1,1,0,1,1.332,0,13,0,8.269,2.663
"Steven Davis",0.011,0,0.441,0.172,0.128,0.099,0,0,0,1,0,1,4,1,1,0,0,0,0.851,0,8,0,0,0.096,0.077,0,0.459,0,0.308,0,0,0,2,1,0,10,0,1,0,0,0.863,0.077,13,1,1.703,1.879
"Steven Defour",0.012,0,0.016,0.127,0,0.095,0,0,0,1,0,1,6,0,4,0,0,0,0.25,0,12,0,0.038,0.358,0.08,0,0.209,0.158,0,0,0,2,3,1,0,5,2,0,0,0,0.645,0.199,8,5,0.5,1.688
"Steven N&#039;Zonzi",0,0.296,0,0.758,0,0.012,0.019,0,0,0,1,0,12,0,1,1,0,0,0.789,0.296,14,1,0.124,0,0.115,0,0.89,0.019,0,0,0,2,0,1,0,8,1,0,0,0,1.024,0.124,10,2,2.169,2.296
"Steven Zuber",0,0.461,0.033,0.135,0.023,0.144,0,0,0,0,1,1,5,1,3,0,0,0,0.797,0,11,0,0.038,0.079,0,0,0.845,0.047,0,0,0,1,1,0,0,10,1,0,0,0,0.97,0.038,12,1,1.593,2.015
"Stipe Perica",0.066,0.902,0.028,0.255,0.588,0.439,0.498,0,0,3,3,1,5,4,3,1,0,0,1.287,1.489,12,8,0,0,0,0,0.878,0.033,0,0.045,0,0,0,0,0,6,2,0,1,0,0.956,0,9,0,5.551,1.911
"Suat Serdar",0.066,0,0.215,0.65,0.096,0.139,0.031,0,0.029,3,0,6,19,2,3,1,0,1,1.19,0.036,34,1,0,0.107,0,0.056,0.43,0.168,0,0,0,0,1,0,2,15,1,0,0,0,0.761,0,19,0,2.453,1.522
"Suk Hyun-Jun",0.1,1.558,1.095,0.264,0.088,1.326,0.285,0,0,2,9,2,5,2,4,1,0,0,3.784,0.932,19,6,0.47,0,0,0,0.288,0,0,0.029,0,3,0,0,0,5,0,0,2,0,0.787,0,10,0,9.432,1.575
"Sulley Muntari",0,0,0.028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.028,0,1,0,0,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,1,0,0,0.388,0,1,0,0.055,0.777
"Suso",0.011,0.07,0.018,1.977,0.191,0.859,0.163,0,0.021,1,2,1,55,7,6,5,0,2,3.31,0,79,0,0.22,0.867,2.663,0,3,0.15,0.114,0,0,4,6,12,0,42,3,1,0,0,5.298,1.717,55,13,6.619,14.03
"Svante Ingelsson",0,0.254,0.05,0,0,0,0,0,0.045,0,3,2,0,0,0,0,0,1,0.213,0.135,5,1,0.102,0,0,0,0.02,0,0,0.034,0,1,0,0,0,1,0,0,1,0,0.156,0,3,0,0.696,0.312
"Sven Bender",0,0.123,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.085,0.039,1,1,0,0,0,0,0.049,0,0,0,0,0,0,0,0,2,0,0,0,0,0.049,0,2,0,0.247,0.098
"Sven Schipplock",0,0,0.115,0.014,0,0,0.279,0,0,0,0,2,1,0,0,1,0,0,0.394,0.014,3,1,0,0,0,0,0.028,0.094,0,0,0,0,0,0,0,2,1,0,0,0,0.122,0,3,0,0.815,0.245
"Takashi Inui",0.511,1.047,0.252,0.906,0.258,0.912,0.142,0.074,0,6,7,7,20,5,7,4,1,0,3.629,0.473,51,6,0.535,0.012,0.645,0,0.506,0.118,0,0,0,2,1,3,0,14,2,0,0,0,1.208,0.608,19,3,8.204,3.632
"Takuma Asano",0.026,0.021,0.433,0.329,0.034,0.67,0.26,0,0,1,1,2,4,1,2,1,0,0,1.726,0.047,10,2,0,0,0.086,0,1.019,0,0.113,0,0,0,0,1,0,8,0,1,0,0,1.218,0,10,0,3.548,2.436
"Taleb Tawatha",0.02,0,0.051,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.071,0,2,0,0,0,0.609,0,0.037,0,0,0,0,0,0,4,0,1,0,0,0,0,0.54,0.106,4,1,0.141,1.292
"Tammy Abraham",0.044,0.604,0.196,1.275,1.114,2.07,0.245,0,0,2,7,4,9,3,5,4,0,0,5.194,0.354,29,5,0.098,0.1,0.266,0.034,0.409,0.175,0.318,0,0.044,1,1,1,1,4,2,1,0,1,1.178,0.266,11,1,11.095,2.889
"Tana",0,0,0.014,0.262,0.07,0.656,0.297,0.537,0,0,0,1,6,2,1,1,1,0,1.18,0.656,11,1,0,0,0,0,0.747,0,0,0,0,0,0,0,0,12,0,0,0,0,0.747,0,12,0,3.67,1.493
"Tanguy NDombele Alvaro",0.054,0.094,0.073,0.516,0.359,0.394,0,0.139,0,1,1,1,12,7,3,0,1,0,1.481,0.148,24,2,0.328,0.358,0.094,0.008,1.44,0.253,0.967,0,0,1,3,1,1,32,4,4,0,0,2.842,0.607,44,2,3.259,6.897
"Tatsuya Ito",0.015,0.422,0,0.272,0.203,0,0.032,0,0,1,1,0,7,1,0,1,0,0,0.944,0,11,0,0.042,0.011,0.431,0,0.519,0,0,0,0,1,1,2,0,7,0,0,0,0,0.53,0.473,8,3,1.889,2.007
"Terence Kongolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0.454,0,0,0,0,0,0,1,0,3,0,0,0,0,0.501,0,4,0,0,1.002
"Theo Hernández",0,0,0,0.057,0.301,0,0,0,0,0,0,0,1,1,0,0,0,0,0.357,0,2,0,0,0,0.119,0,0.813,0.07,0,0.101,0,0,0,2,0,4,1,0,1,0,1.103,0,8,0,0.715,2.206
"Théo Pellenard",0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,1,0,0,0.015,0,1,0,0.073,0,0.099,0,0.635,0.017,0,0,0,2,0,1,0,8,1,0,0,0,0.752,0.073,10,2,0.03,1.649
"Theo Walcott",0,0.417,0.012,1.304,0.223,0.012,0.305,0.298,0,0,2,1,6,2,1,1,1,0,2.454,0.118,13,1,0.534,0,1.682,0,0.281,0.015,0,0,0,1,0,5,0,4,1,0,0,0,1.251,1.262,7,4,5.144,5.027
"Theodor Gebre Selassie",0.038,0.715,0,0.291,0,0.109,0.033,0,0,2,2,0,4,0,1,1,0,0,0.703,0.483,7,3,0.432,0,0.043,0,0.79,0.024,0,0,0,2,0,1,0,15,1,0,0,0,0.845,0.444,17,2,2.372,2.578
"Thiago Alcántara",0,0.867,0.1,0.37,0,0.932,0,0,0,0,5,3,8,0,3,0,0,0,1.666,0.603,17,2,0,0.403,0,0.068,1.174,0.068,0,0,0,0,3,0,2,21,1,0,0,0,1.691,0.023,26,1,4.538,3.428
"Thiago Cionek",0.01,0,0,0.074,0,0.024,0,0,0,1,0,0,1,0,1,0,0,0,0.108,0,3,0,0,0,0.039,0,0.01,0,0,0,0,0,0,1,0,1,0,0,0,0,0.049,0,2,0,0.217,0.098
"Thiago Maia",0,0,0.1,0.168,0.092,0.03,0,0,0,0,0,3,7,1,1,0,0,0,0.298,0.092,11,1,0,0.057,0.02,0,0.238,0,0,0,0,0,1,1,0,11,0,0,0,0,0.295,0.02,12,1,0.781,0.63
"Thiago Mendes",0,0,0.058,1.503,0.091,0,0.035,0,0.076,0,0,2,25,3,0,2,0,2,1.762,0,34,0,0,0.108,0,0,1.651,0.154,0,0,0,0,3,0,0,25,3,0,0,0,1.913,0,31,0,3.524,3.827
"Thiago Motta",0.03,0,0,0.104,0,0.019,0,0,0,1,0,0,3,0,1,0,0,0,0.123,0.03,4,1,0,0,0,0.011,0.273,0,0,0,0,0,0,0,1,9,0,0,0,0,0.285,0,10,0,0.306,0.569
"Thiago Silva",0,0,0,0.013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013,0,1,0,0,0.09,0,0,0,0.063,0,0,0,0,1,0,0,0,1,0,0,0,0.153,0,2,0,0.025,0.306
"Thilo Kehrer",0,0.077,0.047,0.06,0,0.1,0.009,0,0,0,1,1,1,0,1,1,0,0,0.216,0.077,4,1,0,0.052,0,0.019,0.265,0.024,0,0,0,0,1,0,1,7,1,0,0,0,0.359,0,10,0,0.586,0.719
"Thomas Delaney",0.194,0.202,0.117,0.588,0.141,0.094,0.436,0,0,2,4,5,14,3,3,4,0,0,1.439,0.333,28,7,0.274,0.34,0.781,0.044,0.796,0.302,0,0.093,0,1,4,7,1,12,2,0,1,0,1.792,0.837,22,6,3.545,5.259
"Thomas Heurtaux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.037,0,1,0,0,0.074
"Thomas Lemar",0,0.033,0.565,1.002,0.114,0.854,0.056,0,0,0,1,3,16,3,3,1,0,0,2.624,0,27,0,0.051,0.141,0.5,0,1.427,0.594,0.983,0,0,1,2,3,0,12,5,3,0,0,3.277,0.42,23,3,5.249,7.393
"Thomas Mangani",0.051,0,0.104,1.012,0.271,0.189,0.023,0,0.087,1,0,2,15,2,2,1,0,2,1.737,0,25,0,0.603,0.416,0.017,0.162,1.285,0.162,0.876,0,0,1,5,1,2,17,4,4,0,0,2.59,0.932,31,3,3.475,7.045
"Thomas Meunier",0,0.16,0,0.357,0,0.11,0.057,0,0,0,2,0,3,0,2,1,0,0,0.685,0,8,0,0.03,0.276,1.435,0,2.645,0.087,0,0,0,1,1,10,0,8,1,0,0,0,3.912,0.561,15,6,1.37,8.946
"Thomas Monconduit",0.021,0.096,0.182,0.269,0,0,0.017,0,0.04,2,1,6,11,0,0,1,0,1,0.626,0,22,0,0.028,0.063,0,0.142,0.864,0.134,0.573,0,0,1,1,0,1,15,1,3,0,0,1.714,0.091,20,2,1.251,3.61
"Thomas Müller",0.175,0.421,0.058,1.221,0.187,0,1.774,1.387,0,4,5,3,12,3,0,7,4,0,4.709,0.515,32,6,0.707,0,2.927,0.425,4.974,0.164,0.369,0.662,0,4,0,15,2,26,2,1,3,0,9.196,1.032,45,8,10.449,20.456
"Thomas Partey",0,0,0.083,1.154,0,0.015,0,0,0,0,0,4,7,0,1,0,0,0,1.252,0,12,0,0,0,0,0,0.299,0.036,0,0,0,0,0,0,0,7,1,0,0,0,0.335,0,8,0,2.504,0.669
"Thomas Touré",0,0,0.02,0.107,0.076,0,0.041,0,0,0,0,1,3,2,0,1,0,0,0.244,0,7,0,0,0,0.089,0,0.435,0.039,0,0,0,0,0,1,0,2,1,0,0,0,0.562,0,4,0,0.488,1.124
"Thomas Vermaelen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0.031,0.025,0,0,0,0,1,0,0,1,1,0,0,0,0,0.34,0,3,0,0,0.679
"Thorgan Hazard",0.054,1.829,0.085,3.657,1.644,0.462,0.403,0.93,0.09,3,9,2,33,9,6,4,4,1,8.256,0.897,66,5,0.221,0.072,0.82,0,3.003,0.07,0.225,0.011,0,4,1,4,0,24,1,2,1,0,3.996,0.427,33,4,18.306,8.846
"Tiemoué Bakayoko",0.052,0.068,0.445,1.284,0.071,0.572,0.029,0,0,1,1,2,22,1,2,1,0,0,2.372,0.15,27,3,0,0.028,0.034,0.538,0.505,0.211,0,0,0,0,1,1,2,10,2,0,0,0,1.282,0.034,15,1,5.044,2.633
"Tim Handwerker",0,0,0,0.278,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.278,0,7,0,0,0.093,0,0,0.777,0,0,0,0,0,1,0,0,1,0,0,0,0,0.869,0,2,0,0.556,1.739
"Tim Kleindienst",0.336,0.258,0.163,0.777,0.017,0.192,0.392,0,0.025,6,5,3,14,1,3,3,0,1,1.764,0.396,28,8,0,0,0,0,1.464,0.03,0,0,0,0,0,0,0,7,1,0,0,0,1.494,0,8,0,4.32,2.988
"Timo Baumgartl",0,0,0.058,0.013,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.071,0,2,0,0.011,0,0.035,0,0.135,0.02,0,0,0,1,0,1,0,3,1,0,0,0,0.155,0.046,4,2,0.142,0.403
"Timo Horn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.027,0,1,0,0,0.054
"Timo Stavitski",0.018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.018,0,1,0,0,0.241,0,0.009,0.052,0,0.043,0,0,0,2,0,1,1,0,2,0,0.104,0.241,4,2,0.036,0.69
"Timo Werner",0.225,0.487,0.675,5.093,0.432,1.389,0.579,0.901,0,5,5,4,39,5,5,5,4,0,9.542,0.239,66,6,0,0,0,0.371,4.003,0.059,0,0,0,0,0,0,1,19,1,0,0,0,4.433,0,21,0,19.561,8.865
"Timothy Castagne",0,0.2,0.32,0.457,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0.831,0.146,5,3,0.161,0,0.075,0,1.961,0.009,0,0,0,3,0,1,0,10,1,0,0,0,1.969,0.236,11,4,1.955,4.411
"Timothy Chandler",0.05,0.11,0.111,0.664,0,0.126,0.085,0,0,2,2,3,8,0,3,2,0,0,1.096,0.05,18,2,0.22,0,0.639,0,0.946,0,0,0,0,6,0,8,0,7,0,0,0,0,1.306,0.5,12,9,2.29,3.611
"Timothy Fosu-Mensah",0,0,0.018,0.151,0.035,0,0,0,0,0,0,1,5,1,0,0,0,0,0.204,0,7,0,0,0,0.211,0,0.086,0.042,0,0,0,0,0,3,0,1,1,0,0,0,0.299,0.04,4,1,0.408,0.679
"Timothy Weah",0,0,0,0.257,0,0,0,0.437,0,0,0,0,1,0,0,0,1,0,0.694,0,2,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0.44,0,1,0,1.389,0.88
"Tin Jedvaj",0,0,0,0.106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.106,0,3,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,2,0,0,0,0,0.103,0,2,0,0.212,0.206
"Tito",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,0,1,0,0,0.16
"Tobias Strobl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,0,0,1,0,0,0,0.815,0,1,0,0,1.63
"Toby Alderweireld",0,0,0,0.082,0.048,0,0,0,0,0,0,0,3,1,0,0,0,0,0.129,0,4,0,0,0,0,0,0.021,0,0.12,0,0,0,0,0,0,1,0,1,0,0,0.141,0,2,0,0.259,0.282
"Tom Carroll",0.016,0,0.154,0.155,0.018,0,0.047,0,0.007,1,0,4,6,1,0,1,0,1,0.343,0.055,13,1,0,0.317,0.207,0,0.822,0.151,0.118,0,0,0,5,3,0,12,3,1,0,0,1.426,0.188,22,2,0.795,3.229
"Tom Cleverley",0.142,0,0.116,0.072,0,0.539,0,0,0,3,0,2,2,0,3,0,0,0,0.868,0,10,0,0.062,0.011,0,0,0.301,0.127,0.126,0,0,3,1,0,0,8,4,1,0,0,0.582,0.045,15,2,1.736,1.254
"Tom Davies",0,0.034,0.634,0.563,0,0.02,0,0,0,0,1,1,14,0,1,0,0,0,1.251,0,17,0,0,0,0.049,0,0.142,0,0.11,0.034,0,0,0,1,0,3,0,1,1,0,0.334,0,6,0,2.502,0.669
"Tom Ince",0.111,1.118,0.545,3.905,0.394,0.108,0.204,0,0,3,5,9,36,3,2,4,0,0,5.692,0.694,59,3,0.045,0,0.287,0.062,0.475,0.33,0,0,0,1,0,1,2,10,2,0,0,0,0.591,0.608,13,3,12.771,2.398
"Tomás Pina",0,0,0.129,0.618,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0.747,0,9,0,0,0.085,0,0,0.36,0.014,0.818,0,0,0,1,0,0,6,1,2,0,0,1.276,0,10,0,1.493,2.553
"Tomás Rincón",0.015,0,0.08,0.271,0.14,0,0,0,0.029,1,0,4,5,2,0,0,0,1,0.536,0,13,0,0,0.156,0.041,0,1.202,0.108,0.115,0,0,0,2,1,0,15,3,1,0,0,1.581,0.041,21,1,1.071,3.244
"Tomer Hemed",0.031,1.083,0.079,0.146,0.059,0.022,0,0,0,1,6,1,4,1,1,0,0,0,0.783,0.637,9,5,0,0,0,0,0.108,0,0,0,0,0,0,0,0,3,0,0,0,0,0.108,0,3,0,2.839,0.216
"Tommy Smith",0,0,0.03,0.078,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0.108,0,5,0,0.121,0.037,0.602,0,1.063,0.036,0,0,0,2,1,4,0,5,1,0,0,0,1.39,0.469,11,2,0.215,3.716
"Toni Kroos",0,0.154,0.228,2.317,0.08,0.018,0,0,0.141,0,3,4,27,2,1,0,0,2,2.937,0,39,0,0,0.746,0.522,0,0.688,0.065,0.79,0,0,0,3,2,0,16,2,2,0,0,1.939,0.871,22,3,5.874,5.62
"Toni Lato",0,0.032,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.032,0,1,0,0,0,0,0,1.217,0,0,0,0,0,0,0,0,5,0,0,0,0,1.217,0,5,0,0.063,2.433
"Toño",0,0,0,0.075,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.075,0,2,0,0,0,0.398,0,0.541,0,0,0,0,0,0,3,0,3,0,0,0,0,0.541,0.398,3,3,0.15,1.879
"Tony Jantschke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.115,0,1,0,0.23
"Trent Alexander-Arnold",0,0.071,0.107,0.538,0,0.021,0,0,0.013,0,1,2,4,0,1,0,0,1,0.749,0,9,0,0,0.134,0.598,0,1.517,0.038,0,0,0,0,2,3,0,15,1,0,0,0,2.047,0.24,18,3,1.498,4.574
"Tristan Dingome",0,0,0,0.095,0.037,0,0,0,0,0,0,0,3,2,0,0,0,0,0.132,0,5,0,0.012,0.429,0.07,0.046,0.519,0.047,0,0,0,1,4,1,1,6,1,0,0,0,1.094,0.029,13,1,0.264,2.245
"Troy Deeney",0.172,0.316,0.707,0.488,0,0.247,0,0.305,0.158,3,5,3,8,0,4,0,1,2,2.086,0.307,20,6,0.35,0.282,0.037,0.041,1.058,0.343,0,0.107,0,3,1,1,1,14,2,0,2,0,2.008,0.209,22,2,4.786,4.435
"Tyrese Campbell",0,0,0,0.072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0
